"구분별","상태별","시점","인원[명]",
"충북","누적","2020. 05. 23","0",
"충북","누적","2020. 05. 24","0",
"충북","누적","2020. 05. 25","0",
"충북","누적","2020. 05. 26","0",
"충북","누적","2020. 05. 27","0",
"충북","누적","2020. 05. 28","0",
"충북","누적","2020. 05. 29","0",
"충북","누적","2020. 05. 30","0",
"충북","누적","2020. 05. 31","0",
"충북","누적","2020. 06. 01","0",
"충북","누적","2020. 06. 02","0",
"충북","누적","2020. 06. 03","0",
"충북","누적","2020. 06. 04","0",
"충북","누적","2020. 06. 05","0",
"충북","누적","2020. 06. 06","0",
"충북","누적","2020. 06. 07","0",
"충북","누적","2020. 06. 08","0",
"충북","누적","2020. 06. 09","0",
"충북","누적","2020. 06. 10","0",
"충북","누적","2020. 06. 11","0",
"충북","누적","2020. 06. 12","0",
"충북","누적","2020. 06. 13","0",
"충북","누적","2020. 06. 14","0",
"충북","누적","2020. 06. 15","0",
"충북","누적","2020. 06. 16","0",
"충북","누적","2020. 06. 17","0",
"충북","누적","2020. 06. 18","0",
"충북","누적","2020. 06. 19","0",
"충북","누적","2020. 06. 20","0",
"충북","누적","2020. 06. 21","0",
"충북","누적","2020. 06. 22","0",
"충북","누적","2020. 06. 23","0",
"충북","누적","2020. 06. 24","0",
"충북","누적","2020. 06. 25","0",
"충북","누적","2020. 06. 26","0",
"충북","누적","2020. 06. 27","0",
"충북","누적","2020. 06. 28","0",
"충북","누적","2020. 06. 29","0",
"충북","누적","2020. 06. 30","0",
"충북","누적","2020. 07. 01","0",
"충북","누적","2020. 07. 02","0",
"충북","누적","2020. 07. 03","0",
"충북","누적","2020. 07. 04","0",
"충북","누적","2020. 07. 05","0",
"충북","누적","2020. 07. 06","0",
"충북","누적","2020. 07. 07","0",
"충북","누적","2020. 07. 08","0",
"충북","누적","2020. 07. 09","0",
"충북","누적","2020. 07. 10","0",
"충북","누적","2020. 07. 11","0",
"충북","누적","2020. 07. 12","0",
"충북","누적","2020. 07. 13","0",
"충북","누적","2020. 07. 14","0",
"충북","누적","2020. 07. 15","0",
"충북","누적","2020. 07. 16","0",
"충북","누적","2020. 07. 17","0",
"충북","누적","2020. 07. 18","0",
"충북","누적","2020. 07. 19","0",
"충북","누적","2020. 07. 20","0",
"충북","누적","2020. 07. 21","0",
"충북","누적","2020. 07. 22","0",
"충북","누적","2020. 07. 23","0",
"충북","누적","2020. 07. 24","0",
"충북","누적","2020. 07. 25","0",
"충북","누적","2020. 07. 26","0",
"충북","누적","2020. 07. 27","0",
"충북","누적","2020. 07. 28","0",
"충북","누적","2020. 07. 29","0",
"충북","누적","2020. 07. 30","0",
"충북","누적","2020. 07. 31","0",
"충북","누적","2020. 08. 01","0",
"충북","누적","2020. 08. 02","0",
"충북","누적","2020. 08. 03","0",
"충북","누적","2020. 08. 04","0",
"충북","누적","2020. 08. 05","0",
"충북","누적","2020. 08. 06","0",
"충북","누적","2020. 08. 07","0",
"충북","누적","2020. 08. 08","0",
"충북","누적","2020. 08. 09","0",
"충북","누적","2020. 08. 10","0",
"충북","누적","2020. 08. 11","0",
"충북","누적","2020. 08. 12","0",
"충북","누적","2020. 08. 13","0",
"충북","누적","2020. 08. 14","0",
"충북","누적","2020. 08. 15","0",
"충북","누적","2020. 08. 16","0",
"충북","누적","2020. 08. 17","0",
"충북","누적","2020. 08. 18","0",
"충북","누적","2020. 08. 19","0",
"충북","누적","2020. 08. 20","0",
"충북","누적","2020. 08. 21","0",
"충북","누적","2020. 08. 22","0",
"충북","누적","2020. 08. 23","0",
"충북","누적","2020. 08. 24","0",
"충북","누적","2020. 08. 25","1",
"충북","누적","2020. 08. 26","1",
"충북","누적","2020. 08. 27","1",
"충북","누적","2020. 08. 28","1",
"충북","누적","2020. 08. 29","1",
"충북","누적","2020. 08. 30","1",
"충북","누적","2020. 08. 31","1",
"충북","누적","2020. 09. 01","1",
"충북","누적","2020. 09. 02","1",
"충북","누적","2020. 09. 03","1",
"충북","누적","2020. 09. 04","1",
"충북","누적","2020. 09. 05","1",
"충북","누적","2020. 09. 06","1",
"충북","누적","2020. 09. 07","1",
"충북","누적","2020. 09. 08","1",
"충북","누적","2020. 09. 09","1",
"충북","누적","2020. 09. 10","1",
"충북","누적","2020. 09. 11","1",
"충북","누적","2020. 09. 12","1",
"충북","누적","2020. 09. 13","1",
"충북","누적","2020. 09. 14","1",
"충북","누적","2020. 09. 15","1",
"충북","누적","2020. 09. 16","1",
"충북","누적","2020. 09. 17","1",
"충북","누적","2020. 09. 18","1",
"충북","누적","2020. 09. 19","1",
"충북","누적","2020. 09. 20","1",
"충북","누적","2020. 09. 21","1",
"충북","누적","2020. 09. 22","1",
"충북","누적","2020. 09. 23","1",
"충북","누적","2020. 09. 24","1",
"충북","누적","2020. 09. 25","1",
"충북","누적","2020. 09. 26","1",
"충북","누적","2020. 09. 27","1",
"충북","누적","2020. 09. 28","1",
"충북","누적","2020. 09. 29","1",
"충북","누적","2020. 09. 30","1",
"충북","누적","2020. 10. 01","1",
"충북","누적","2020. 10. 02","1",
"충북","누적","2020. 10. 03","1",
"충북","누적","2020. 10. 04","1",
"충북","누적","2020. 10. 05","1",
"충북","누적","2020. 10. 06","1",
"충북","누적","2020. 10. 07","1",
"충북","누적","2020. 10. 08","1",
"충북","누적","2020. 10. 09","1",
"충북","누적","2020. 10. 10","1",
"충북","누적","2020. 10. 11","1",
"충북","누적","2020. 10. 12","1",
"충북","누적","2020. 10. 13","1",
"충북","누적","2020. 10. 14","1",
"충북","누적","2020. 10. 15","1",
"충북","누적","2020. 10. 16","1",
"충북","누적","2020. 10. 17","1",
"충북","누적","2020. 10. 18","1",
"충북","누적","2020. 10. 19","1",
"충북","누적","2020. 10. 20","2",
"충북","누적","2020. 10. 21","2",
"충북","누적","2020. 10. 22","2",
"충북","누적","2020. 10. 23","2",
"충북","누적","2020. 10. 24","2",
"충북","누적","2020. 10. 25","2",
"충북","누적","2020. 10. 26","2",
"충북","누적","2020. 10. 27","2",
"충북","누적","2020. 10. 28","2",
"충북","누적","2020. 10. 29","2",
"충북","누적","2020. 10. 30","2",
"충북","누적","2020. 10. 31","2",
"충북","누적","2020. 11. 01","2",
"충북","누적","2020. 11. 02","2",
"충북","누적","2020. 11. 03","3",
"충북","누적","2020. 11. 04","3",
"충북","누적","2020. 11. 05","3",
"충북","누적","2020. 11. 06","3",
"충북","누적","2020. 11. 07","3",
"충북","누적","2020. 11. 08","3",
"충북","누적","2020. 11. 09","3",
"충북","누적","2020. 11. 10","3",
"충북","누적","2020. 11. 11","3",
"충남","해외유입","2020. 03. 02","",
"충남","해외유입","2020. 03. 04","",
"충남","해외유입","2020. 03. 05","",
"충남","해외유입","2020. 03. 06","",
"충남","해외유입","2020. 03. 07","",
"충남","해외유입","2020. 03. 08","",
"충남","해외유입","2020. 03. 09","",
"충남","해외유입","2020. 03. 10","",
"충남","해외유입","2020. 03. 11","",
"충남","해외유입","2020. 03. 12","",
"충남","해외유입","2020. 03. 13","",
"충남","해외유입","2020. 03. 14","",
"충남","해외유입","2020. 03. 15","",
"충남","해외유입","2020. 03. 16","",
"충남","해외유입","2020. 03. 17","",
"충남","해외유입","2020. 03. 18","",
"충남","해외유입","2020. 03. 19","",
"충남","해외유입","2020. 03. 20","",
"충남","해외유입","2020. 03. 21","",
"충남","해외유입","2020. 03. 22","",
"충남","해외유입","2020. 03. 23","",
"충남","해외유입","2020. 03. 24","",
"충남","해외유입","2020. 03. 25","",
"충남","해외유입","2020. 03. 26","",
"충남","해외유입","2020. 03. 27","",
"충남","해외유입","2020. 03. 28","",
"충남","해외유입","2020. 03. 29","",
"충남","해외유입","2020. 03. 30","",
"충남","해외유입","2020. 03. 31","",
"충남","해외유입","2020. 04. 01","",
"충남","해외유입","2020. 04. 02","",
"충남","해외유입","2020. 04. 03","",
"충남","해외유입","2020. 04. 04","",
"충남","해외유입","2020. 04. 05","",
"충남","해외유입","2020. 04. 06","",
"충남","해외유입","2020. 04. 07","",
"충남","해외유입","2020. 04. 08","",
"충남","해외유입","2020. 04. 09","0",
"충남","해외유입","2020. 04. 10","0",
"충남","해외유입","2020. 04. 11","0",
"충남","해외유입","2020. 04. 12","0",
"충남","해외유입","2020. 04. 13","0",
"충남","해외유입","2020. 04. 14","0",
"충남","해외유입","2020. 04. 15","0",
"충남","해외유입","2020. 04. 16","0",
"충남","해외유입","2020. 04. 17","0",
"충남","해외유입","2020. 04. 18","1",
"충남","해외유입","2020. 04. 19","0",
"충남","해외유입","2020. 04. 20","0",
"충남","해외유입","2020. 04. 21","0",
"충남","해외유입","2020. 04. 22","0",
"충남","해외유입","2020. 04. 23","0",
"충남","해외유입","2020. 04. 24","0",
"충남","해외유입","2020. 04. 25","0",
"충남","해외유입","2020. 04. 26","0",
"충남","해외유입","2020. 04. 27","1",
"충남","해외유입","2020. 04. 28","0",
"충남","해외유입","2020. 04. 29","1",
"충남","해외유입","2020. 04. 30","0",
"충남","해외유입","2020. 05. 01","0",
"충남","해외유입","2020. 05. 02","0",
"충남","해외유입","2020. 05. 03","0",
"충남","해외유입","2020. 05. 04","0",
"충남","해외유입","2020. 05. 05","0",
"충남","해외유입","2020. 05. 06","0",
"충남","해외유입","2020. 05. 07","0",
"충남","해외유입","2020. 05. 08","0",
"충남","해외유입","2020. 05. 09","0",
"충남","해외유입","2020. 05. 10","0",
"충남","해외유입","2020. 05. 11","0",
"충남","해외유입","2020. 05. 12","0",
"충남","해외유입","2020. 05. 13","0",
"충남","해외유입","2020. 05. 14","0",
"충남","해외유입","2020. 05. 15","0",
"충남","해외유입","2020. 05. 16","0",
"충남","해외유입","2020. 05. 17","0",
"충남","해외유입","2020. 05. 18","0",
"충남","해외유입","2020. 05. 19","0",
"충남","해외유입","2020. 05. 20","0",
"충남","해외유입","2020. 05. 21","0",
"충남","해외유입","2020. 05. 22","0",
"충남","해외유입","2020. 05. 23","0",
"충남","해외유입","2020. 05. 24","0",
"충남","해외유입","2020. 05. 25","0",
"충남","해외유입","2020. 05. 26","0",
"충남","해외유입","2020. 05. 27","0",
"충남","해외유입","2020. 05. 28","0",
"충남","해외유입","2020. 05. 29","0",
"충남","해외유입","2020. 05. 30","0",
"충남","해외유입","2020. 05. 31","0",
"충남","해외유입","2020. 06. 01","0",
"충남","해외유입","2020. 06. 02","0",
"충남","해외유입","2020. 06. 03","0",
"충남","해외유입","2020. 06. 04","0",
"충남","해외유입","2020. 06. 05","0",
"충남","해외유입","2020. 06. 06","0",
"충남","해외유입","2020. 06. 07","0",
"충남","해외유입","2020. 06. 08","0",
"충남","해외유입","2020. 06. 09","1",
"충남","해외유입","2020. 06. 10","0",
"충남","해외유입","2020. 06. 11","0",
"충남","해외유입","2020. 06. 12","0",
"충남","해외유입","2020. 06. 13","0",
"충남","해외유입","2020. 06. 14","0",
"충남","해외유입","2020. 06. 15","0",
"충남","해외유입","2020. 06. 16","0",
"충남","해외유입","2020. 06. 17","0",
"충남","해외유입","2020. 06. 18","0",
"충남","해외유입","2020. 06. 19","0",
"충남","해외유입","2020. 06. 20","0",
"충남","해외유입","2020. 06. 21","0",
"충남","해외유입","2020. 06. 22","0",
"충남","해외유입","2020. 06. 23","0",
"충남","해외유입","2020. 06. 24","0",
"충남","해외유입","2020. 06. 25","0",
"충남","해외유입","2020. 06. 26","0",
"충남","해외유입","2020. 06. 27","0",
"충남","해외유입","2020. 06. 28","1",
"충남","해외유입","2020. 06. 29","0",
"충남","해외유입","2020. 06. 30","0",
"충남","해외유입","2020. 07. 01","1",
"충남","해외유입","2020. 07. 02","1",
"충남","해외유입","2020. 07. 03","0",
"충남","해외유입","2020. 07. 04","0",
"충남","해외유입","2020. 07. 05","0",
"충남","해외유입","2020. 07. 06","0",
"충남","해외유입","2020. 07. 07","0",
"충남","해외유입","2020. 07. 08","3",
"충남","해외유입","2020. 07. 09","1",
"충남","해외유입","2020. 07. 10","0",
"충남","해외유입","2020. 07. 11","1",
"충남","해외유입","2020. 07. 12","0",
"충남","해외유입","2020. 07. 13","4",
"충남","해외유입","2020. 07. 14","0",
"충남","해외유입","2020. 07. 15","0",
"충남","해외유입","2020. 07. 16","0",
"충남","해외유입","2020. 07. 17","0",
"충남","해외유입","2020. 07. 18","0",
"충남","해외유입","2020. 07. 19","0",
"충남","해외유입","2020. 07. 20","1",
"충남","해외유입","2020. 07. 21","0",
"충남","해외유입","2020. 07. 22","1",
"충남","해외유입","2020. 07. 23","0",
"충남","해외유입","2020. 07. 24","0",
"충남","해외유입","2020. 07. 25","0",
"충남","해외유입","2020. 07. 26","0",
"충남","해외유입","2020. 07. 27","1",
"충남","해외유입","2020. 07. 28","1",
"충남","해외유입","2020. 07. 29","0",
"충남","해외유입","2020. 07. 30","0",
"충남","해외유입","2020. 07. 31","1",
"충남","해외유입","2020. 08. 01","0",
"충남","해외유입","2020. 08. 02","0",
"충남","해외유입","2020. 08. 03","0",
"충남","해외유입","2020. 08. 04","0",
"충남","해외유입","2020. 08. 05","0",
"충남","해외유입","2020. 08. 06","1",
"충남","해외유입","2020. 08. 07","0",
"충남","해외유입","2020. 08. 08","0",
"충남","해외유입","2020. 08. 09","0",
"충남","해외유입","2020. 08. 10","0",
"충남","해외유입","2020. 08. 11","1",
"충남","해외유입","2020. 08. 12","1",
"충남","해외유입","2020. 08. 13","0",
"충남","해외유입","2020. 08. 14","0",
"충남","해외유입","2020. 08. 15","1",
"충남","해외유입","2020. 08. 16","0",
"충남","해외유입","2020. 08. 17","1",
"충남","해외유입","2020. 08. 18","1",
"충남","해외유입","2020. 08. 19","0",
"충남","해외유입","2020. 08. 20","1",
"충남","해외유입","2020. 08. 21","2",
"충남","해외유입","2020. 08. 22","1",
"충남","해외유입","2020. 08. 23","0",
"충남","해외유입","2020. 08. 24","1",
"충남","해외유입","2020. 08. 25","0",
"충남","해외유입","2020. 08. 26","0",
"충남","해외유입","2020. 08. 27","0",
"충남","해외유입","2020. 08. 28","0",
"충남","해외유입","2020. 08. 29","0",
"충남","해외유입","2020. 08. 30","3",
"충남","해외유입","2020. 08. 31","0",
"충남","해외유입","2020. 09. 01","0",
"충남","해외유입","2020. 09. 02","0",
"충남","해외유입","2020. 09. 03","0",
"충남","해외유입","2020. 09. 04","1",
"충남","해외유입","2020. 09. 05","0",
"충남","해외유입","2020. 09. 06","0",
"충남","해외유입","2020. 09. 07","0",
"충남","해외유입","2020. 09. 08","0",
"충남","해외유입","2020. 09. 09","3",
"충남","해외유입","2020. 09. 10","0",
"충남","해외유입","2020. 09. 11","0",
"충남","해외유입","2020. 09. 12","0",
"충남","해외유입","2020. 09. 13","2",
"충남","해외유입","2020. 09. 14","1",
"충남","해외유입","2020. 09. 15","0",
"충남","해외유입","2020. 09. 16","0",
"충남","해외유입","2020. 09. 17","1",
"충남","해외유입","2020. 09. 18","3",
"충남","해외유입","2020. 09. 19","0",
"충남","해외유입","2020. 09. 20","0",
"충남","해외유입","2020. 09. 21","0",
"충남","해외유입","2020. 09. 22","0",
"충남","해외유입","2020. 09. 23","1",
"충남","해외유입","2020. 09. 24","0",
"충남","해외유입","2020. 09. 25","1",
"충남","해외유입","2020. 09. 26","0",
"충남","해외유입","2020. 09. 27","1",
"충남","해외유입","2020. 09. 28","0",
"충남","해외유입","2020. 09. 29","2",
"충남","해외유입","2020. 09. 30","4",
"충남","해외유입","2020. 10. 01","0",
"충남","해외유입","2020. 10. 02","0",
"충남","해외유입","2020. 10. 03","1",
"충남","해외유입","2020. 10. 04","0",
"충남","해외유입","2020. 10. 05","0",
"충남","해외유입","2020. 10. 06","0",
"충남","해외유입","2020. 10. 07","0",
"충남","해외유입","2020. 10. 08","0",
"충남","해외유입","2020. 10. 09","0",
"충남","해외유입","2020. 10. 10","2",
"충남","해외유입","2020. 10. 11","0",
"충남","해외유입","2020. 10. 12","2",
"충남","해외유입","2020. 10. 13","0",
"충남","해외유입","2020. 10. 14","0",
"충남","해외유입","2020. 10. 15","0",
"충남","해외유입","2020. 10. 16","0",
"충남","해외유입","2020. 10. 17","0",
"충남","해외유입","2020. 10. 18","0",
"충남","해외유입","2020. 10. 19","0",
"충남","해외유입","2020. 10. 20","1",
"충남","해외유입","2020. 10. 21","0",
"충남","해외유입","2020. 10. 22","0",
"충남","해외유입","2020. 10. 23","0",
"충남","해외유입","2020. 10. 24","0",
"충남","해외유입","2020. 10. 25","0",
"충남","해외유입","2020. 10. 26","0",
"충남","해외유입","2020. 10. 27","1",
"충남","해외유입","2020. 10. 28","0",
"충남","해외유입","2020. 10. 29","0",
"충남","해외유입","2020. 10. 30","0",
"충남","해외유입","2020. 10. 31","1",
"충남","해외유입","2020. 11. 01","0",
"충남","해외유입","2020. 11. 02","0",
"충남","해외유입","2020. 11. 03","1",
"충남","해외유입","2020. 11. 04","0",
"충남","해외유입","2020. 11. 05","0",
"충남","해외유입","2020. 11. 06","0",
"충남","해외유입","2020. 11. 07","1",
"충남","해외유입","2020. 11. 08","1",
"충남","해외유입","2020. 11. 09","0",
"충남","해외유입","2020. 11. 10","0",
"충남","해외유입","2020. 11. 11","1",
"충남","국내발생","2020. 03. 02","",
"충남","국내발생","2020. 03. 04","",
"충남","국내발생","2020. 03. 05","",
"충남","국내발생","2020. 03. 06","",
"충남","국내발생","2020. 03. 07","",
"충남","국내발생","2020. 03. 08","",
"충남","국내발생","2020. 03. 09","",
"충남","국내발생","2020. 03. 10","",
"충남","국내발생","2020. 03. 11","",
"충남","국내발생","2020. 03. 12","",
"충남","국내발생","2020. 03. 13","",
"충남","국내발생","2020. 03. 14","",
"충남","국내발생","2020. 03. 15","",
"충남","국내발생","2020. 03. 16","",
"충남","국내발생","2020. 03. 17","",
"충남","국내발생","2020. 03. 18","",
"충남","국내발생","2020. 03. 19","",
"충남","국내발생","2020. 03. 20","",
"충남","국내발생","2020. 03. 21","",
"충남","국내발생","2020. 03. 22","",
"충남","국내발생","2020. 03. 23","",
"충남","국내발생","2020. 03. 24","",
"충남","국내발생","2020. 03. 25","",
"충남","국내발생","2020. 03. 26","",
"충남","국내발생","2020. 03. 27","",
"충남","국내발생","2020. 03. 28","",
"충남","국내발생","2020. 03. 29","",
"충남","국내발생","2020. 03. 30","",
"충남","국내발생","2020. 03. 31","",
"충남","국내발생","2020. 04. 01","",
"충남","국내발생","2020. 04. 02","",
"충남","국내발생","2020. 04. 03","",
"충남","국내발생","2020. 04. 04","",
"충남","국내발생","2020. 04. 05","",
"충남","국내발생","2020. 04. 06","",
"충남","국내발생","2020. 04. 07","",
"충남","국내발생","2020. 04. 08","",
"충남","국내발생","2020. 04. 09","1",
"충남","국내발생","2020. 04. 10","0",
"충남","국내발생","2020. 04. 11","0",
"충남","국내발생","2020. 04. 12","1",
"충남","국내발생","2020. 04. 13","0",
"충남","국내발생","2020. 04. 14","0",
"충남","국내발생","2020. 04. 15","0",
"충남","국내발생","2020. 04. 16","0",
"충남","국내발생","2020. 04. 17","0",
"충남","국내발생","2020. 04. 18","1",
"충남","국내발생","2020. 04. 19","0",
"충남","국내발생","2020. 04. 20","0",
"충남","국내발생","2020. 04. 21","0",
"충남","국내발생","2020. 04. 22","0",
"충남","국내발생","2020. 04. 23","0",
"충남","국내발생","2020. 04. 24","0",
"충남","국내발생","2020. 04. 25","0",
"충남","국내발생","2020. 04. 26","0",
"충남","국내발생","2020. 04. 27","0",
"충남","국내발생","2020. 04. 28","0",
"충남","국내발생","2020. 04. 29","0",
"충남","국내발생","2020. 04. 30","0",
"충남","국내발생","2020. 05. 01","0",
"충남","국내발생","2020. 05. 02","0",
"충남","국내발생","2020. 05. 03","0",
"충남","국내발생","2020. 05. 04","0",
"충남","국내발생","2020. 05. 05","0",
"충남","국내발생","2020. 05. 06","0",
"충남","국내발생","2020. 05. 07","0",
"충남","국내발생","2020. 05. 08","0",
"충남","국내발생","2020. 05. 09","0",
"충남","국내발생","2020. 05. 10","0",
"충남","국내발생","2020. 05. 11","0",
"충남","국내발생","2020. 05. 12","0",
"충남","국내발생","2020. 05. 13","0",
"충남","국내발생","2020. 05. 14","1",
"충남","국내발생","2020. 05. 15","0",
"충남","국내발생","2020. 05. 16","0",
"충남","국내발생","2020. 05. 17","0",
"충남","국내발생","2020. 05. 18","0",
"충남","국내발생","2020. 05. 19","0",
"충남","국내발생","2020. 05. 20","0",
"충남","국내발생","2020. 05. 21","1",
"충남","국내발생","2020. 05. 22","0",
"충남","국내발생","2020. 05. 23","0",
"충남","국내발생","2020. 05. 24","0",
"충남","국내발생","2020. 05. 25","0",
"충남","국내발생","2020. 05. 26","0",
"충남","국내발생","2020. 05. 27","0",
"충남","국내발생","2020. 05. 28","1",
"충남","국내발생","2020. 05. 29","0",
"충남","국내발생","2020. 05. 30","0",
"충남","국내발생","2020. 05. 31","0",
"충남","국내발생","2020. 06. 01","0",
"충남","국내발생","2020. 06. 02","0",
"충남","국내발생","2020. 06. 03","0",
"충남","국내발생","2020. 06. 04","0",
"충남","국내발생","2020. 06. 05","1",
"충남","국내발생","2020. 06. 06","1",
"충남","국내발생","2020. 06. 07","0",
"충남","국내발생","2020. 06. 08","0",
"충남","국내발생","2020. 06. 09","1",
"충남","국내발생","2020. 06. 10","0",
"충남","국내발생","2020. 06. 11","0",
"충남","국내발생","2020. 06. 12","0",
"충남","국내발생","2020. 06. 13","1",
"충남","국내발생","2020. 06. 14","0",
"충남","국내발생","2020. 06. 15","2",
"충남","국내발생","2020. 06. 16","0",
"충남","국내발생","2020. 06. 17","1",
"충남","국내발생","2020. 06. 18","3",
"충남","국내발생","2020. 06. 19","0",
"충남","국내발생","2020. 06. 20","2",
"충남","국내발생","2020. 06. 21","1",
"충남","국내발생","2020. 06. 22","2",
"충남","국내발생","2020. 06. 23","0",
"충남","국내발생","2020. 06. 24","1",
"충남","국내발생","2020. 06. 25","1",
"충남","국내발생","2020. 06. 26","3",
"충남","국내발생","2020. 06. 27","0",
"충남","국내발생","2020. 06. 28","0",
"충남","국내발생","2020. 06. 29","0",
"충남","국내발생","2020. 06. 30","0",
"충남","국내발생","2020. 07. 01","0",
"충남","국내발생","2020. 07. 02","2",
"충남","국내발생","2020. 07. 03","1",
"충남","국내발생","2020. 07. 04","0",
"충남","국내발생","2020. 07. 05","0",
"충남","국내발생","2020. 07. 06","1",
"충남","국내발생","2020. 07. 07","0",
"충남","국내발생","2020. 07. 08","3",
"충남","국내발생","2020. 07. 09","0",
"충남","국내발생","2020. 07. 10","0",
"충남","국내발생","2020. 07. 11","0",
"충남","국내발생","2020. 07. 12","0",
"충남","국내발생","2020. 07. 13","0",
"충남","국내발생","2020. 07. 14","0",
"충남","국내발생","2020. 07. 15","0",
"충남","국내발생","2020. 07. 16","0",
"충남","국내발생","2020. 07. 17","0",
"충남","국내발생","2020. 07. 18","0",
"충남","국내발생","2020. 07. 19","0",
"충남","국내발생","2020. 07. 20","0",
"충남","국내발생","2020. 07. 21","0",
"충남","국내발생","2020. 07. 22","0",
"충남","국내발생","2020. 07. 23","0",
"충남","국내발생","2020. 07. 24","0",
"충남","국내발생","2020. 07. 25","0",
"충남","국내발생","2020. 07. 26","0",
"충남","국내발생","2020. 07. 27","0",
"충남","국내발생","2020. 07. 28","0",
"충남","국내발생","2020. 07. 29","0",
"충남","국내발생","2020. 07. 30","0",
"충남","국내발생","2020. 07. 31","0",
"충남","국내발생","2020. 08. 01","0",
"충남","국내발생","2020. 08. 02","0",
"충남","국내발생","2020. 08. 03","0",
"충남","국내발생","2020. 08. 04","0",
"충남","국내발생","2020. 08. 05","0",
"충남","국내발생","2020. 08. 06","1",
"충남","국내발생","2020. 08. 07","0",
"충남","국내발생","2020. 08. 08","0",
"충남","국내발생","2020. 08. 09","1",
"충남","국내발생","2020. 08. 10","0",
"충남","국내발생","2020. 08. 11","1",
"충남","국내발생","2020. 08. 12","0",
"충남","국내발생","2020. 08. 13","1",
"충남","국내발생","2020. 08. 14","3",
"충남","국내발생","2020. 08. 15","1",
"충남","국내발생","2020. 08. 16","5",
"충남","국내발생","2020. 08. 17","3",
"충남","국내발생","2020. 08. 18","4",
"충남","국내발생","2020. 08. 19","3",
"충남","국내발생","2020. 08. 20","4",
"충남","국내발생","2020. 08. 21","11",
"충남","국내발생","2020. 08. 22","6",
"충남","국내발생","2020. 08. 23","10",
"충남","국내발생","2020. 08. 24","7",
"충남","국내발생","2020. 08. 25","9",
"충남","국내발생","2020. 08. 26","12",
"충남","국내발생","2020. 08. 27","15",
"충남","국내발생","2020. 08. 28","9",
"충남","국내발생","2020. 08. 29","8",
"충남","국내발생","2020. 08. 30","5",
"충남","국내발생","2020. 08. 31","9",
"충남","국내발생","2020. 09. 01","7",
"충남","국내발생","2020. 09. 02","7",
"충남","국내발생","2020. 09. 03","7",
"충남","국내발생","2020. 09. 04","20",
"충남","국내발생","2020. 09. 05","4",
"충남","국내발생","2020. 09. 06","2",
"충남","국내발생","2020. 09. 07","3",
"충남","국내발생","2020. 09. 08","0",
"충남","국내발생","2020. 09. 09","5",
"충남","국내발생","2020. 09. 10","12",
"충남","국내발생","2020. 09. 11","14",
"충남","국내발생","2020. 09. 12","6",
"충남","국내발생","2020. 09. 13","9",
"충남","국내발생","2020. 09. 14","7",
"충남","국내발생","2020. 09. 15","3",
"충남","국내발생","2020. 09. 16","2",
"충남","국내발생","2020. 09. 17","9",
"충남","국내발생","2020. 09. 18","3",
"충남","국내발생","2020. 09. 19","4",
"충남","국내발생","2020. 09. 20","1",
"충남","국내발생","2020. 09. 21","0",
"충남","국내발생","2020. 09. 22","0",
"충남","국내발생","2020. 09. 23","4",
"충남","국내발생","2020. 09. 24","1",
"충남","국내발생","2020. 09. 25","0",
"충남","국내발생","2020. 09. 26","0",
"충남","국내발생","2020. 09. 27","1",
"충남","국내발생","2020. 09. 28","0",
"충남","국내발생","2020. 09. 29","0",
"충남","국내발생","2020. 09. 30","1",
"충남","국내발생","2020. 10. 01","3",
"충남","국내발생","2020. 10. 02","1",
"충남","국내발생","2020. 10. 03","0",
"충남","국내발생","2020. 10. 04","0",
"충남","국내발생","2020. 10. 05","2",
"충남","국내발생","2020. 10. 06","0",
"충남","국내발생","2020. 10. 07","0",
"충남","국내발생","2020. 10. 08","0",
"충남","국내발생","2020. 10. 09","0",
"충남","국내발생","2020. 10. 10","1",
"충남","국내발생","2020. 10. 11","1",
"충남","국내발생","2020. 10. 12","0",
"충남","국내발생","2020. 10. 13","2",
"충남","국내발생","2020. 10. 14","1",
"충남","국내발생","2020. 10. 15","0",
"충남","국내발생","2020. 10. 16","1",
"충남","국내발생","2020. 10. 17","2",
"충남","국내발생","2020. 10. 18","0",
"충남","국내발생","2020. 10. 19","2",
"충남","국내발생","2020. 10. 20","1",
"충남","국내발생","2020. 10. 21","0",
"충남","국내발생","2020. 10. 22","11",
"충남","국내발생","2020. 10. 23","4",
"충남","국내발생","2020. 10. 24","5",
"충남","국내발생","2020. 10. 25","2",
"충남","국내발생","2020. 10. 26","1",
"충남","국내발생","2020. 10. 27","0",
"충남","국내발생","2020. 10. 28","1",
"충남","국내발생","2020. 10. 29","1",
"충남","국내발생","2020. 10. 30","3",
"충남","국내발생","2020. 10. 31","4",
"충남","국내발생","2020. 11. 01","9",
"충남","국내발생","2020. 11. 02","11",
"충남","국내발생","2020. 11. 03","6",
"충남","국내발생","2020. 11. 04","10",
"충남","국내발생","2020. 11. 05","23",
"충남","국내발생","2020. 11. 06","25",
"충남","국내발생","2020. 11. 07","8",
"충남","국내발생","2020. 11. 08","8",
"충남","국내발생","2020. 11. 09","10",
"충남","국내발생","2020. 11. 10","4",
"충남","국내발생","2020. 11. 11","6",
"충남","신규","2020. 03. 02","13",
"충남","신규","2020. 03. 04","1",
"충남","신규","2020. 03. 05","4",
"충남","신규","2020. 03. 06","4",
"충남","신규","2020. 03. 07","2",
