"구분별","상태별","시점","인원[명]",
"70-79세","신규","2020. 08. 31","1",
"70-79세","신규","2020. 09. 01","0",
"70-79세","신규","2020. 09. 02","1",
"70-79세","신규","2020. 09. 03","1",
"70-79세","신규","2020. 09. 04","1",
"70-79세","신규","2020. 09. 05","0",
"70-79세","신규","2020. 09. 06","1",
"70-79세","신규","2020. 09. 07","1",
"70-79세","신규","2020. 09. 08","2",
"70-79세","신규","2020. 09. 09","1",
"70-79세","신규","2020. 09. 10","1",
"70-79세","신규","2020. 09. 11","2",
"70-79세","신규","2020. 09. 12","1",
"70-79세","신규","2020. 09. 13","0",
"70-79세","신규","2020. 09. 14","4",
"70-79세","신규","2020. 09. 15","1",
"70-79세","신규","2020. 09. 16","0",
"70-79세","신규","2020. 09. 17","0",
"70-79세","신규","2020. 09. 18","4",
"70-79세","신규","2020. 09. 19","0",
"70-79세","신규","2020. 09. 20","0",
"70-79세","신규","2020. 09. 21","3",
"70-79세","신규","2020. 09. 22","2",
"70-79세","신규","2020. 09. 23","0",
"70-79세","신규","2020. 09. 24","3",
"70-79세","신규","2020. 09. 25","2",
"70-79세","신규","2020. 09. 26","2",
"70-79세","신규","2020. 09. 27","0",
"70-79세","신규","2020. 09. 28","2",
"70-79세","신규","2020. 09. 29","1",
"70-79세","신규","2020. 09. 30","3",
"70-79세","신규","2020. 10. 01","2",
"70-79세","신규","2020. 10. 02","0",
"70-79세","신규","2020. 10. 03","3",
"70-79세","신규","2020. 10. 04","0",
"70-79세","신규","2020. 10. 05","0",
"70-79세","신규","2020. 10. 06","0",
"70-79세","신규","2020. 10. 07","0",
"70-79세","신규","2020. 10. 08","0",
"70-79세","신규","2020. 10. 10","",
"70-79세","신규","2020. 10. 11","0",
"70-79세","신규","2020. 10. 12","0",
"70-79세","신규","2020. 10. 13","0",
"70-79세","신규","2020. 10. 14","1",
"70-79세","신규","2020. 10. 15","0",
"70-79세","신규","2020. 10. 16","1",
"70-79세","신규","2020. 10. 17","1",
"70-79세","신규","2020. 10. 18","1",
"70-79세","신규","2020. 10. 19","0",
"70-79세","신규","2020. 10. 20","0",
"70-79세","신규","2020. 10. 21","1",
"70-79세","신규","2020. 10. 22","0",
"70-79세","신규","2020. 10. 23","0",
"70-79세","신규","2020. 10. 24","0",
"70-79세","신규","2020. 10. 25","0",
"70-79세","신규","2020. 10. 26","0",
"70-79세","신규","2020. 10. 27","2",
"70-79세","신규","2020. 10. 28","1",
"70-79세","신규","2020. 10. 29","1",
"70-79세","신규","2020. 10. 30","1",
"70-79세","신규","2020. 10. 31","0",
"70-79세","신규","2020. 11. 02","",
"70-79세","신규","2020. 11. 03","1",
"70-79세","신규","2020. 11. 04","1",
"70-79세","신규","2020. 11. 05","0",
"70-79세","신규","2020. 11. 06","1",
"70-79세","신규","2020. 11. 07","0",
"70-79세","신규","2020. 11. 08","0",
"70-79세","신규","2020. 11. 09","1",
"70-79세","신규","2020. 11. 10","1",
"70-79세","누적","2020. 04. 02","46",
"70-79세","누적","2020. 04. 07","57",
"70-79세","누적","2020. 04. 08","60",
"70-79세","누적","2020. 04. 09","60",
"70-79세","누적","2020. 04. 10","62",
"70-79세","누적","2020. 04. 11","63",
"70-79세","누적","2020. 04. 12","63",
"70-79세","누적","2020. 04. 13","64",
"70-79세","누적","2020. 04. 14","65",
"70-79세","누적","2020. 04. 15","68",
"70-79세","누적","2020. 04. 16","68",
"70-79세","누적","2020. 04. 17","68",
"70-79세","누적","2020. 04. 18","68",
"70-79세","누적","2020. 04. 19","68",
"70-79세","누적","2020. 04. 20","69",
"70-79세","누적","2020. 04. 21","70",
"70-79세","누적","2020. 04. 22","71",
"70-79세","누적","2020. 04. 23","71",
"70-79세","누적","2020. 04. 24","71",
"70-79세","누적","2020. 04. 25","71",
"70-79세","누적","2020. 04. 26","72",
"70-79세","누적","2020. 04. 27","72",
"70-79세","누적","2020. 04. 28","73",
"70-79세","누적","2020. 04. 29","73",
"70-79세","누적","2020. 04. 30","74",
"70-79세","누적","2020. 05. 01","75",
"70-79세","누적","2020. 05. 02","75",
"70-79세","누적","2020. 05. 03","75",
"70-79세","누적","2020. 05. 04","76",
"70-79세","누적","2020. 05. 05","76",
"70-79세","누적","2020. 05. 06","77",
"70-79세","누적","2020. 05. 07","77",
"70-79세","누적","2020. 05. 08","77",
"70-79세","누적","2020. 05. 09","77",
"70-79세","누적","2020. 05. 10","77",
"70-79세","누적","2020. 05. 11","77",
"70-79세","누적","2020. 05. 12","77",
"70-79세","누적","2020. 05. 13","77",
"70-79세","누적","2020. 05. 14","77",
"70-79세","누적","2020. 05. 15","77",
"70-79세","누적","2020. 05. 16","77",
"70-79세","누적","2020. 05. 17","77",
"70-79세","누적","2020. 05. 18","78",
"70-79세","누적","2020. 05. 19","78",
"70-79세","누적","2020. 05. 20","78",
"70-79세","누적","2020. 05. 21","78",
"70-79세","누적","2020. 05. 23","78",
"70-79세","누적","2020. 05. 24","78",
"70-79세","누적","2020. 05. 25","79",
"70-79세","누적","2020. 05. 26","79",
"70-79세","누적","2020. 05. 27","79",
"70-79세","누적","2020. 05. 28","79",
"70-79세","누적","2020. 05. 29","79",
"70-79세","누적","2020. 05. 30","79",
"70-79세","누적","2020. 05. 31","80",
"70-79세","누적","2020. 06. 02","80",
"70-79세","누적","2020. 06. 03","81",
"70-79세","누적","2020. 06. 04","81",
"70-79세","누적","2020. 06. 05","81",
"70-79세","누적","2020. 06. 06","81",
"70-79세","누적","2020. 06. 07","81",
"70-79세","누적","2020. 06. 08","81",
"70-79세","누적","2020. 06. 09","81",
"70-79세","누적","2020. 06. 10","81",
"70-79세","누적","2020. 06. 11","81",
"70-79세","누적","2020. 06. 12","81",
"70-79세","누적","2020. 06. 13","81",
"70-79세","누적","2020. 06. 14","81",
"70-79세","누적","2020. 06. 16","81",
"70-79세","누적","2020. 06. 17","81",
"70-79세","누적","2020. 06. 18","81",
"70-79세","누적","2020. 06. 19","81",
"70-79세","누적","2020. 06. 20","81",
"70-79세","누적","2020. 06. 21","81",
"70-79세","누적","2020. 06. 22","81",
"70-79세","누적","2020. 06. 23","81",
"70-79세","누적","2020. 06. 24","81",
"70-79세","누적","2020. 06. 25","82",
"70-79세","누적","2020. 06. 26","82",
"70-79세","누적","2020. 06. 27","82",
"70-79세","누적","2020. 06. 28","82",
"70-79세","누적","2020. 06. 29","82",
"70-79세","누적","2020. 06. 30","82",
"70-79세","누적","2020. 07. 01","82",
"70-79세","누적","2020. 07. 02","82",
"70-79세","누적","2020. 07. 03","82",
"70-79세","누적","2020. 07. 04","82",
"70-79세","누적","2020. 07. 05","82",
"70-79세","누적","2020. 07. 06","83",
"70-79세","누적","2020. 07. 07","83",
"70-79세","누적","2020. 07. 08","83",
"70-79세","누적","2020. 07. 09","83",
"70-79세","누적","2020. 07. 10","83",
"70-79세","누적","2020. 07. 11","83",
"70-79세","누적","2020. 07. 12","84",
"70-79세","누적","2020. 07. 13","84",
"70-79세","누적","2020. 07. 14","84",
"70-79세","누적","2020. 07. 15","84",
"70-79세","누적","2020. 07. 16","86",
"70-79세","누적","2020. 07. 17","86",
"70-79세","누적","2020. 07. 18","86",
"70-79세","누적","2020. 07. 19","86",
"70-79세","누적","2020. 07. 20","87",
"70-79세","누적","2020. 07. 21","87",
"70-79세","누적","2020. 07. 22","87",
"70-79세","누적","2020. 07. 23","87",
"70-79세","누적","2020. 07. 24","88",
"70-79세","누적","2020. 07. 25","88",
"70-79세","누적","2020. 07. 26","88",
"70-79세","누적","2020. 07. 27","89",
"70-79세","누적","2020. 07. 28","90",
"70-79세","누적","2020. 07. 29","90",
"70-79세","누적","2020. 07. 30","90",
"70-79세","누적","2020. 07. 31","90",
"70-79세","누적","2020. 08. 01","90",
"70-79세","누적","2020. 08. 02","60",
"70-79세","누적","2020. 08. 03","90",
"70-79세","누적","2020. 08. 04","90",
"70-79세","누적","2020. 08. 05","90",
"70-79세","누적","2020. 08. 06","90",
"70-79세","누적","2020. 08. 07","90",
"70-79세","누적","2020. 08. 08","90",
"70-79세","누적","2020. 08. 09","90",
"70-79세","누적","2020. 08. 10","90",
"70-79세","누적","2020. 08. 11","90",
"70-79세","누적","2020. 08. 12","90",
"70-79세","누적","2020. 08. 13","90",
"70-79세","누적","2020. 08. 14","90",
"70-79세","누적","2020. 08. 15","90",
"70-79세","누적","2020. 08. 16","90",
"70-79세","누적","2020. 08. 17","90",
"70-79세","누적","2020. 08. 18","91",
"70-79세","누적","2020. 08. 19","91",
"70-79세","누적","2020. 08. 20","91",
"70-79세","누적","2020. 08. 21","93",
"70-79세","누적","2020. 08. 22","93",
"70-79세","누적","2020. 08. 23","93",
"70-79세","누적","2020. 08. 24","93",
"70-79세","누적","2020. 08. 25","93",
"70-79세","누적","2020. 08. 26","93",
"70-79세","누적","2020. 08. 27","94",
"70-79세","누적","2020. 08. 28","94",
"70-79세","누적","2020. 08. 29","95",
"70-79세","누적","2020. 08. 30","96",
"70-79세","누적","2020. 08. 31","97",
"70-79세","누적","2020. 09. 01","97",
"70-79세","누적","2020. 09. 02","98",
"70-79세","누적","2020. 09. 03","99",
"70-79세","누적","2020. 09. 04","100",
"70-79세","누적","2020. 09. 05","100",
"70-79세","누적","2020. 09. 06","101",
"70-79세","누적","2020. 09. 07","102",
"70-79세","누적","2020. 09. 08","104",
"70-79세","누적","2020. 09. 09","105",
"70-79세","누적","2020. 09. 10","106",
"70-79세","누적","2020. 09. 11","108",
"70-79세","누적","2020. 09. 12","109",
"70-79세","누적","2020. 09. 13","109",
"70-79세","누적","2020. 09. 14","113",
"70-79세","누적","2020. 09. 15","114",
"70-79세","누적","2020. 09. 16","114",
"70-79세","누적","2020. 09. 17","114",
"70-79세","누적","2020. 09. 18","118",
"70-79세","누적","2020. 09. 19","118",
"70-79세","누적","2020. 09. 20","118",
"70-79세","누적","2020. 09. 21","121",
"70-79세","누적","2020. 09. 22","123",
"70-79세","누적","2020. 09. 23","123",
"70-79세","누적","2020. 09. 24","126",
"70-79세","누적","2020. 09. 25","128",
"70-79세","누적","2020. 09. 26","130",
"70-79세","누적","2020. 09. 27","130",
"70-79세","누적","2020. 09. 28","132",
"70-79세","누적","2020. 09. 29","133",
"70-79세","누적","2020. 09. 30","136",
"70-79세","누적","2020. 10. 01","138",
"70-79세","누적","2020. 10. 02","138",
"70-79세","누적","2020. 10. 03","141",
"70-79세","누적","2020. 10. 04","141",
"70-79세","누적","2020. 10. 05","141",
"70-79세","누적","2020. 10. 06","141",
"70-79세","누적","2020. 10. 07","141",
"70-79세","누적","2020. 10. 08","141",
"70-79세","누적","2020. 10. 10","142",
"70-79세","누적","2020. 10. 11","142",
"70-79세","누적","2020. 10. 12","142",
"70-79세","누적","2020. 10. 13","142",
"70-79세","누적","2020. 10. 14","143",
"70-79세","누적","2020. 10. 15","143",
"70-79세","누적","2020. 10. 16","144",
"70-79세","누적","2020. 10. 17","145",
"70-79세","누적","2020. 10. 18","146",
"70-79세","누적","2020. 10. 19","146",
"70-79세","누적","2020. 10. 20","146",
"70-79세","누적","2020. 10. 21","147",
"70-79세","누적","2020. 10. 22","147",
"70-79세","누적","2020. 10. 23","147",
"70-79세","누적","2020. 10. 24","147",
"70-79세","누적","2020. 10. 25","147",
"70-79세","누적","2020. 10. 26","147",
"70-79세","누적","2020. 10. 27","149",
"70-79세","누적","2020. 10. 28","150",
"70-79세","누적","2020. 10. 29","151",
"70-79세","누적","2020. 10. 30","152",
"70-79세","누적","2020. 10. 31","152",
"70-79세","누적","2020. 11. 02","152",
"70-79세","누적","2020. 11. 03","153",
"70-79세","누적","2020. 11. 04","154",
"70-79세","누적","2020. 11. 05","154",
"70-79세","누적","2020. 11. 06","155",
"70-79세","누적","2020. 11. 07","155",
"70-79세","누적","2020. 11. 08","155",
"70-79세","누적","2020. 11. 09","156",
"70-79세","누적","2020. 11. 10","157",
"80세 이상","신규","2020. 04. 02","",
"80세 이상","신규","2020. 04. 07","",
"80세 이상","신규","2020. 04. 08","4",
"80세 이상","신규","2020. 04. 09","3",
"80세 이상","신규","2020. 04. 10","1",
"80세 이상","신규","2020. 04. 11","1",
"80세 이상","신규","2020. 04. 12","0",
"80세 이상","신규","2020. 04. 13","1",
"80세 이상","신규","2020. 04. 14","1",
"80세 이상","신규","2020. 04. 15","1",
"80세 이상","신규","2020. 04. 16","2",
"80세 이상","신규","2020. 04. 17","0",
"80세 이상","신규","2020. 04. 18","1",
"80세 이상","신규","2020. 04. 19","1",
"80세 이상","신규","2020. 04. 20","0",
"80세 이상","신규","2020. 04. 21","1",
"80세 이상","신규","2020. 04. 22","0",
"80세 이상","신규","2020. 04. 23","1",
"80세 이상","신규","2020. 04. 24","1",
"80세 이상","신규","2020. 04. 25","0",
"80세 이상","신규","2020. 04. 26","0",
"80세 이상","신규","2020. 04. 27","0",
"80세 이상","신규","2020. 04. 28","0",
"80세 이상","신규","2020. 04. 29","0",
"80세 이상","신규","2020. 04. 30","0",
"80세 이상","신규","2020. 05. 01","1",
"80세 이상","신규","2020. 05. 02","0",
"80세 이상","신규","2020. 05. 03","2",
"80세 이상","신규","2020. 05. 04","0",
"80세 이상","신규","2020. 05. 05","0",
"80세 이상","신규","2020. 05. 06","0",
"80세 이상","신규","2020. 05. 07","0",
"80세 이상","신규","2020. 05. 08","0",
"80세 이상","신규","2020. 05. 09","0",
"80세 이상","신규","2020. 05. 10","0",
"80세 이상","신규","2020. 05. 11","0",
"80세 이상","신규","2020. 05. 12","1",
"80세 이상","신규","2020. 05. 13","1",
"80세 이상","신규","2020. 05. 14","0",
"80세 이상","신규","2020. 05. 15","0",
"80세 이상","신규","2020. 05. 16","0",
"80세 이상","신규","2020. 05. 17","0",
"80세 이상","신규","2020. 05. 18","0",
"80세 이상","신규","2020. 05. 19","0",
"80세 이상","신규","2020. 05. 20","0",
"80세 이상","신규","2020. 05. 21","0",
"80세 이상","신규","2020. 05. 23","",
"80세 이상","신규","2020. 05. 24","0",
"80세 이상","신규","2020. 05. 25","0",
"80세 이상","신규","2020. 05. 26","0",
"80세 이상","신규","2020. 05. 27","1",
"80세 이상","신규","2020. 05. 28","0",
"80세 이상","신규","2020. 05. 29","3",
"80세 이상","신규","2020. 05. 30","3",
"80세 이상","신규","2020. 05. 31","0",
"80세 이상","신규","2020. 06. 02","",
"80세 이상","신규","2020. 06. 03","0",
"80세 이상","신규","2020. 06. 04","3",
"80세 이상","신규","2020. 06. 05","2",
"80세 이상","신규","2020. 06. 06","3",
"80세 이상","신규","2020. 06. 07","2",
"80세 이상","신규","2020. 06. 08","3",
"80세 이상","신규","2020. 06. 09","5",
"80세 이상","신규","2020. 06. 10","1",
"80세 이상","신규","2020. 06. 11","1",
"80세 이상","신규","2020. 06. 12","0",
"80세 이상","신규","2020. 06. 13","11",
"80세 이상","신규","2020. 06. 14","1",
"80세 이상","신규","2020. 06. 16","",
"80세 이상","신규","2020. 06. 17","1",
"80세 이상","신규","2020. 06. 18","8",
"80세 이상","신규","2020. 06. 19","1",
"80세 이상","신규","2020. 06. 20","3",
"80세 이상","신규","2020. 06. 21","3",
"80세 이상","신규","2020. 06. 22","0",
"80세 이상","신규","2020. 06. 23","1",
"80세 이상","신규","2020. 06. 24","2",
"80세 이상","신규","2020. 06. 25","0",
"80세 이상","신규","2020. 06. 26","2",
"80세 이상","신규","2020. 06. 27","2",
"80세 이상","신규","2020. 06. 28","1",
"80세 이상","신규","2020. 06. 29","0",
"80세 이상","신규","2020. 06. 30","0",
"80세 이상","신규","2020. 07. 01","0",
"80세 이상","신규","2020. 07. 02","2",
"80세 이상","신규","2020. 07. 03","3",
"80세 이상","신규","2020. 07. 04","3",
"80세 이상","신규","2020. 07. 05","0",
"80세 이상","신규","2020. 07. 06","3",
"80세 이상","신규","2020. 07. 07","0",
"80세 이상","신규","2020. 07. 08","1",
"80세 이상","신규","2020. 07. 09","1",
"80세 이상","신규","2020. 07. 10","1",
"80세 이상","신규","2020. 07. 11","4",
"80세 이상","신규","2020. 07. 12","1",
"80세 이상","신규","2020. 07. 13","1",
"80세 이상","신규","2020. 07. 14","1",
"80세 이상","신규","2020. 07. 15","0",
"80세 이상","신규","2020. 07. 16","0",
"80세 이상","신규","2020. 07. 17","3",
"80세 이상","신규","2020. 07. 18","0",
"80세 이상","신규","2020. 07. 19","1",
"80세 이상","신규","2020. 07. 20","1",
"80세 이상","신규","2020. 07. 21","4",
"80세 이상","신규","2020. 07. 22","4",
"80세 이상","신규","2020. 07. 23","0",
"80세 이상","신규","2020. 07. 24","2",
"80세 이상","신규","2020. 07. 25","2",
"80세 이상","신규","2020. 07. 26","2",
"80세 이상","신규","2020. 07. 27","1",
"80세 이상","신규","2020. 07. 28","0",
"80세 이상","신규","2020. 07. 29","0",
"80세 이상","신규","2020. 07. 30","0",
"80세 이상","신규","2020. 07. 31","1",
"80세 이상","신규","2020. 08. 01","0",
"80세 이상","신규","2020. 08. 02","1",
"80세 이상","신규","2020. 08. 03","0",
"80세 이상","신규","2020. 08. 04","2",
"80세 이상","신규","2020. 08. 05","0",
"80세 이상","신규","2020. 08. 06","0",
"80세 이상","신규","2020. 08. 07","0",
"80세 이상","신규","2020. 08. 08","0",
"80세 이상","신규","2020. 08. 09","2",
"80세 이상","신규","2020. 08. 10","0",
"80세 이상","신규","2020. 08. 11","0",
"80세 이상","신규","2020. 08. 12","2",
"80세 이상","신규","2020. 08. 13","2",
"80세 이상","신규","2020. 08. 14","2",
"80세 이상","신규","2020. 08. 15","3",
"80세 이상","신규","2020. 08. 16","6",
"80세 이상","신규","2020. 08. 17","7",
"80세 이상","신규","2020. 08. 18","2",
"80세 이상","신규","2020. 08. 19","7",
"80세 이상","신규","2020. 08. 20","11",
"80세 이상","신규","2020. 08. 21","6",
"80세 이상","신규","2020. 08. 22","3",
"80세 이상","신규","2020. 08. 23","14",
"80세 이상","신규","2020. 08. 24","16",
"80세 이상","신규","2020. 08. 25","9",
"80세 이상","신규","2020. 08. 26","17",
"80세 이상","신규","2020. 08. 27","19",
"80세 이상","신규","2020. 08. 28","20",
"80세 이상","신규","2020. 08. 29","18",
"80세 이상","신규","2020. 08. 30","8",
"80세 이상","신규","2020. 08. 31","11",
"80세 이상","신규","2020. 09. 01","10",
"80세 이상","신규","2020. 09. 02","14",
"80세 이상","신규","2020. 09. 03","17",
"80세 이상","신규","2020. 09. 04","15",
"80세 이상","신규","2020. 09. 05","9",
"80세 이상","신규","2020. 09. 06","7",
"80세 이상","신규","2020. 09. 07","2",
"80세 이상","신규","2020. 09. 08","3",
"80세 이상","신규","2020. 09. 09","6",
"80세 이상","신규","2020. 09. 10","11",
"80세 이상","신규","2020. 09. 11","17",
"80세 이상","신규","2020. 09. 12","4",
"80세 이상","신규","2020. 09. 13","0",
"80세 이상","신규","2020. 09. 14","7",
"80세 이상","신규","2020. 09. 15","2",
"80세 이상","신규","2020. 09. 16","4",
"80세 이상","신규","2020. 09. 17","4",
"80세 이상","신규","2020. 09. 18","5",
"80세 이상","신규","2020. 09. 19","6",
"80세 이상","신규","2020. 09. 20","0",
"80세 이상","신규","2020. 09. 21","5",
"80세 이상","신규","2020. 09. 22","1",
"80세 이상","신규","2020. 09. 23","5",
"80세 이상","신규","2020. 09. 24","9",
"80세 이상","신규","2020. 09. 25","10",
"80세 이상","신규","2020. 09. 26","0",
"80세 이상","신규","2020. 09. 27","2",
"80세 이상","신규","2020. 09. 28","4",
"80세 이상","신규","2020. 09. 29","4",
"80세 이상","신규","2020. 09. 30","2",
"80세 이상","신규","2020. 10. 01","4",
"80세 이상","신규","2020. 10. 02","4",
"80세 이상","신규","2020. 10. 03","3",
"80세 이상","신규","2020. 10. 04","6",
"80세 이상","신규","2020. 10. 05","4",
"80세 이상","신규","2020. 10. 06","2",
"80세 이상","신규","2020. 10. 07","5",
"80세 이상","신규","2020. 10. 08","3",
"80세 이상","신규","2020. 10. 10","",
"80세 이상","신규","2020. 10. 11","3",
"80세 이상","신규","2020. 10. 12","2",
"80세 이상","신규","2020. 10. 13","1",
"80세 이상","신규","2020. 10. 14","2",
"80세 이상","신규","2020. 10. 15","31",
"80세 이상","신규","2020. 10. 16","2",
"80세 이상","신규","2020. 10. 17","4",
"80세 이상","신규","2020. 10. 18","1",
"80세 이상","신규","2020. 10. 19","9",
"80세 이상","신규","2020. 10. 20","1",
"80세 이상","신규","2020. 10. 21","10",
"80세 이상","신규","2020. 10. 22","8",
"80세 이상","신규","2020. 10. 23","28",
"80세 이상","신규","2020. 10. 24","5",
"80세 이상","신규","2020. 10. 25","4",
"80세 이상","신규","2020. 10. 26","4",
"80세 이상","신규","2020. 10. 27","4",
"80세 이상","신규","2020. 10. 28","5",
"80세 이상","신규","2020. 10. 29","4",
"80세 이상","신규","2020. 10. 30","4",
"80세 이상","신규","2020. 10. 31","10",
"80세 이상","신규","2020. 11. 02","",
"80세 이상","신규","2020. 11. 03","1",
"80세 이상","신규","2020. 11. 04","5",
"80세 이상","신규","2020. 11. 05","2",
"80세 이상","신규","2020. 11. 06","5",
"80세 이상","신규","2020. 11. 07","4",
"80세 이상","신규","2020. 11. 08","9",
"80세 이상","신규","2020. 11. 09","9",
"80세 이상","신규","2020. 11. 10","5",
"80세 이상","누적","2020. 04. 02","442",
"80세 이상","누적","2020. 04. 07","466",
"80세 이상","누적","2020. 04. 08","470",
"80세 이상","누적","2020. 04. 09","473",
"80세 이상","누적","2020. 04. 10","474",
"80세 이상","누적","2020. 04. 11","475",
"80세 이상","누적","2020. 04. 12","475",
"80세 이상","누적","2020. 04. 13","476",
"80세 이상","누적","2020. 04. 14","477",
"80세 이상","누적","2020. 04. 15","478",
"80세 이상","누적","2020. 04. 16","480",
"80세 이상","누적","2020. 04. 17","480",
"80세 이상","누적","2020. 04. 18","481",
"80세 이상","누적","2020. 04. 19","482",
"80세 이상","누적","2020. 04. 20","482",
"80세 이상","누적","2020. 04. 21","483",
"80세 이상","누적","2020. 04. 22","483",
"80세 이상","누적","2020. 04. 23","484",
"80세 이상","누적","2020. 04. 24","485",
"80세 이상","누적","2020. 04. 25","485",
"80세 이상","누적","2020. 04. 26","485",
"80세 이상","누적","2020. 04. 27","485",
"80세 이상","누적","2020. 04. 28","485",
"80세 이상","누적","2020. 04. 29","485",
"80세 이상","누적","2020. 04. 30","485",
"80세 이상","누적","2020. 05. 01","486",
"80세 이상","누적","2020. 05. 02","486",
"80세 이상","누적","2020. 05. 03","488",
"80세 이상","누적","2020. 05. 04","488",
"80세 이상","누적","2020. 05. 05","488",
"80세 이상","누적","2020. 05. 06","488",
"80세 이상","누적","2020. 05. 07","488",
"80세 이상","누적","2020. 05. 08","488",
"80세 이상","누적","2020. 05. 09","488",
"80세 이상","누적","2020. 05. 10","488",
"80세 이상","누적","2020. 05. 11","488",
"80세 이상","누적","2020. 05. 12","489",
"80세 이상","누적","2020. 05. 13","490",
"80세 이상","누적","2020. 05. 14","490",
"80세 이상","누적","2020. 05. 15","490",
"80세 이상","누적","2020. 05. 16","490",
"80세 이상","누적","2020. 05. 17","490",
"80세 이상","누적","2020. 05. 18","490",
"80세 이상","누적","2020. 05. 19","490",
"80세 이상","누적","2020. 05. 20","490",
"80세 이상","누적","2020. 05. 21","490",
"80세 이상","누적","2020. 05. 23","491",
"80세 이상","누적","2020. 05. 24","491",
"80세 이상","누적","2020. 05. 25","491",
"80세 이상","누적","2020. 05. 26","491",
"80세 이상","누적","2020. 05. 27","492",
"80세 이상","누적","2020. 05. 28","492",
"80세 이상","누적","2020. 05. 29","495",
"80세 이상","누적","2020. 05. 30","498",
"80세 이상","누적","2020. 05. 31","498",
"80세 이상","누적","2020. 06. 02","499",
"80세 이상","누적","2020. 06. 03","499",
"80세 이상","누적","2020. 06. 04","502",
"80세 이상","누적","2020. 06. 05","504",
"80세 이상","누적","2020. 06. 06","507",
"80세 이상","누적","2020. 06. 07","509",
"80세 이상","누적","2020. 06. 08","512",
"80세 이상","누적","2020. 06. 09","517",
"80세 이상","누적","2020. 06. 10","518",
"80세 이상","누적","2020. 06. 11","519",
"80세 이상","누적","2020. 06. 12","519",
"80세 이상","누적","2020. 06. 13","530",
"80세 이상","누적","2020. 06. 14","531",
"80세 이상","누적","2020. 06. 16","532",
"80세 이상","누적","2020. 06. 17","533",
"80세 이상","누적","2020. 06. 18","541",
"80세 이상","누적","2020. 06. 19","542",
"80세 이상","누적","2020. 06. 20","545",
"80세 이상","누적","2020. 06. 21","548",
"80세 이상","누적","2020. 06. 22","548",
"80세 이상","누적","2020. 06. 23","549",
"80세 이상","누적","2020. 06. 24","551",
"80세 이상","누적","2020. 06. 25","551",
"80세 이상","누적","2020. 06. 26","553",
"80세 이상","누적","2020. 06. 27","555",
"80세 이상","누적","2020. 06. 28","556",
"80세 이상","누적","2020. 06. 29","556",
"80세 이상","누적","2020. 06. 30","556",
"80세 이상","누적","2020. 07. 01","556",
"80세 이상","누적","2020. 07. 02","558",
"80세 이상","누적","2020. 07. 03","561",
"80세 이상","누적","2020. 07. 04","564",
"80세 이상","누적","2020. 07. 05","564",
"80세 이상","누적","2020. 07. 06","567",
"80세 이상","누적","2020. 07. 07","567",
"80세 이상","누적","2020. 07. 08","568",
"80세 이상","누적","2020. 07. 09","569",
"80세 이상","누적","2020. 07. 10","570",
"80세 이상","누적","2020. 07. 11","574",
"80세 이상","누적","2020. 07. 12","575",
"80세 이상","누적","2020. 07. 13","576",
"80세 이상","누적","2020. 07. 14","577",
"80세 이상","누적","2020. 07. 15","577",
"80세 이상","누적","2020. 07. 16","577",
"80세 이상","누적","2020. 07. 17","580",
"80세 이상","누적","2020. 07. 18","580",
"80세 이상","누적","2020. 07. 19","581",
"80세 이상","누적","2020. 07. 20","582",
"80세 이상","누적","2020. 07. 21","586",
"80세 이상","누적","2020. 07. 22","590",
"80세 이상","누적","2020. 07. 23","590",
"80세 이상","누적","2020. 07. 24","592",
"80세 이상","누적","2020. 07. 25","594",
"80세 이상","누적","2020. 07. 26","596",
"80세 이상","누적","2020. 07. 27","597",
"80세 이상","누적","2020. 07. 28","597",
"80세 이상","누적","2020. 07. 29","597",
"80세 이상","누적","2020. 07. 30","597",
"80세 이상","누적","2020. 07. 31","598",
"80세 이상","누적","2020. 08. 01","598",
"80세 이상","누적","2020. 08. 02","599",
"80세 이상","누적","2020. 08. 03","599",
"80세 이상","누적","2020. 08. 04","601",
"80세 이상","누적","2020. 08. 05","601",
"80세 이상","누적","2020. 08. 06","601",
"80세 이상","누적","2020. 08. 07","601",
"80세 이상","누적","2020. 08. 08","601",
"80세 이상","누적","2020. 08. 09","603",
"80세 이상","누적","2020. 08. 10","603",
"80세 이상","누적","2020. 08. 11","603",
"80세 이상","누적","2020. 08. 12","605",
"80세 이상","누적","2020. 08. 13","607",
"80세 이상","누적","2020. 08. 14","609",
"80세 이상","누적","2020. 08. 15","612",
"80세 이상","누적","2020. 08. 16","618",
"80세 이상","누적","2020. 08. 17","625",
"80세 이상","누적","2020. 08. 18","627",
"80세 이상","누적","2020. 08. 19","634",
"80세 이상","누적","2020. 08. 20","645",
"80세 이상","누적","2020. 08. 21","651",
"80세 이상","누적","2020. 08. 22","654",
"80세 이상","누적","2020. 08. 23","668",
"80세 이상","누적","2020. 08. 24","684",
"80세 이상","누적","2020. 08. 25","693",
"80세 이상","누적","2020. 08. 26","710",
"80세 이상","누적","2020. 08. 27","729",
"80세 이상","누적","2020. 08. 28","749",
"80세 이상","누적","2020. 08. 29","767",
"80세 이상","누적","2020. 08. 30","775",
"80세 이상","누적","2020. 08. 31","786",
"80세 이상","누적","2020. 09. 01","796",
"80세 이상","누적","2020. 09. 02","810",
"80세 이상","누적","2020. 09. 03","827",
"80세 이상","누적","2020. 09. 04","842",
"80세 이상","누적","2020. 09. 05","851",
